minute_idx,PersonenAnzahl,temp,rgb_value
2629,3.0,20.622569467276804,"(227, 217, 211)"
2632,4.0,19.692652463225098,"(171, 199, 252)"
2647,2.0,22.518048828389915,"(212, 79, 66)"
2648,1.0,18.348958355356885,"(78, 105, 216)"
2649,0.0,22.018849153258568,"(236, 130, 102)"
2692,1.0,19.860695103273336,"(183, 207, 249)"
2699,2.0,20.67824884955532,"(230, 215, 207)"
2700,3.0,20.30094096838973,"(209, 218, 232)"
2712,4.0,20.365322730362006,"(214, 219, 228)"
2722,3.0,20.175425365251584,"(202, 216, 238)"
2750,4.0,21.923038635181275,"(240, 139, 109)"
2778,3.0,21.004360753809234,"(241, 202, 182)"
2828,4.0,21.341179570659964,"(246, 182, 154)"
2904,5.0,20.216103784657534,"(205, 217, 236)"
2929,4.0,18.778653888815743,"(107, 141, 240)"
2933,3.0,22.22613025922778,"(228, 110, 86)"
2945,2.0,19.554520501690465,"(162, 192, 254)"
2949,1.0,19.226521241303324,"(138, 173, 253)"
2980,0.0,18.499235555353167,"(88, 118, 226)"
