minute_idx,PersonenAnzahl,temp,rgb_value
2355,6.0,18.862094059112547,"(113, 148, 244)"
2358,8.0,18.052379173820867,"(60, 79, 195)"
2363,9.0,21.771545002391917,"(243, 150, 120)"
2367,10.0,22.719384673989463,"(200, 56, 53)"
2370,11.0,21.17880195464639,"(245, 193, 168)"
2371,12.0,21.982870244672682,"(238, 134, 105)"
2372,13.0,20.820392687184125,"(236, 210, 196)"
2376,15.0,18.271940990797752,"(73, 98, 211)"
2378,16.0,20.860934678114482,"(237, 208, 193)"
2379,17.0,18.274162017839416,"(75, 100, 212)"
2380,18.0,20.44411280000636,"(218, 220, 223)"
2381,20.0,21.477586686997604,"(247, 173, 143)"
2382,21.0,19.525308878917823,"(160, 191, 254)"
2403,20.0,18.026805486939967,"(59, 77, 193)"
2406,19.0,21.839588526877854,"(242, 145, 115)"
2425,18.0,19.329581487787994,"(146, 180, 254)"
2432,17.0,22.02382762309051,"(236, 128, 100)"
2447,16.0,18.099689353588918,"(64, 84, 199)"
2450,15.0,18.589506453470488,"(95, 126, 231)"
2451,14.0,18.860803394510537,"(113, 148, 244)"
2452,13.0,19.8901095257984,"(184, 207, 248)"
2455,12.0,19.128236610365192,"(131, 166, 251)"
2460,11.0,19.6546418506223,"(168, 197, 253)"
2945,13.0,18.82588574507642,"(111, 145, 242)"
2949,14.0,19.195825644118404,"(137, 172, 252)"
2952,15.0,21.226384701768374,"(246, 189, 164)"
2957,17.0,19.030536317671924,"(124, 160, 249)"
2973,18.0,19.72707467098645,"(174, 201, 252)"
2976,19.0,19.026902196900398,"(124, 160, 249)"
2978,20.0,21.91486657134247,"(240, 139, 109)"
2980,21.0,19.195941616910645,"(137, 172, 252)"
