day,time,person,x,y,z
1,10.8627119,0,-31.5787849,1.56665456,-31.0709
1,10.8643827,0,-29.2456779,1.56665456,-27.9227848
1,10.8660545,0,-29.422554,1.56665456,-24.5136719
1,10.8677263,0,-31.70417,1.56665456,-21.211113
1,10.8693981,0,-33.984848,1.56665456,-17.9098587
1,10.871069,0,-36.2290039,1.56665456,-14.6320362
1,10.8727417,0,-37.95752,1.56665456,-11.0190544
1,10.8744087,0,-39.43991,1.56665456,-7.31921768
1,10.8760815,0,-42.4431648,1.56665456,-5.699089
1,10.87775,0,-46.4495468,1.56665456,-5.72143173
1,10.8794222,0,-50.46041,1.56665456,-5.7437973
1,11.0535812,0,-51.570015,1.56665456,-5.74999237
1,11.0552492,0,-49.2709045,1.56665456,-5.90887833
1,11.0569172,0,-45.2857742,1.56665456,-6.16975975
1,11.0585861,0,-41.3385124,1.56665456,-6.44650269
1,11.060257,0,-38.3467979,1.56665456,-8.659082
1,11.0619278,0,-37.2855072,1.56665456,-12.4665413
1,11.0636015,0,-35.507412,1.56665456,-16.04174
1,11.0652695,0,-33.51905,1.56665456,-19.5168686
1,11.0669365,0,-31.5324287,1.56685758,-22.98898
1,11.0686064,0,-29.581028,1.56665456,-26.4400558
1,11.0702782,0,-29.3279915,1.56665456,-29.9026127
1,11.0719481,0,-32.3630638,1.56665456,-32.38546
1,12.09783,0,-33.01,1.56665456,-32.87
1,12.0995951,0,-31.4347267,1.56665456,-30.9369316
1,12.1012669,0,-29.1374454,1.56665456,-27.74567
1,12.1029367,0,-27.0767136,1.56665456,-24.3096523
1,12.1046085,0,-25.0135536,1.56665456,-20.8696175
1,12.1062765,0,-22.9547939,1.56665456,-17.4368858
1,12.1079464,0,-20.9324245,1.56665456,-14.0481987
1,12.1096134,0,-19.8201981,1.56665456,-10.3233414
1,12.1112814,0,-21.1058464,1.56665456,-8.476173
1,12.1129494,0,-23.4392719,1.56665456,-10.3283329
1,12.1146221,0,-25.4756355,0.035698414,-12.6227417
1,12.11629,0,-27.6559525,-2.52585983,-14.233633
1,12.1179581,0,-30.7389755,-5.381622,-13.8711605
1,12.1196251,0,-32.4680252,-8.125222,-11.4936676
1,12.1212912,0,-31.501442,-8.903967,-9.325651
1,12.1229591,0,-27.6561775,-8.910473,-9.221935
1,12.1246309,0,-23.6430874,-8.924802,-9.242685
1,12.1263027,0,-19.631506,-8.933345,-9.263428
1,12.1280994,0,-15.318882,-8.933345,-9.285717
1,12.1297684,0,-11.4375114,-8.933345,-9.26619
1,12.1314354,0,-7.58570671,-8.933346,-9.198189
1,12.133112,0,-3.65508652,-8.933346,-9.25989151
1,12.13478,0,0.168430328,-8.933345,-9.479954
1,12.1364517,0,3.98690414,-8.933346,-9.479694
1,12.1517735,0,5.81600952,-8.933346,-9.394985
1,12.1534462,0,4.27434158,-8.933346,-9.413723
1,12.1551285,0,4.27434158,-8.933346,-9.413723
1,12.1567974,0,4.27434158,-8.933346,-9.413723
1,12.1584654,0,4.27434158,-8.933346,-9.413723
1,12.1601334,0,4.27434158,-8.933346,-9.413723
1,12.1618023,0,4.27434158,-8.933346,-9.413723
1,12.1634731,0,4.27434158,-8.933346,-9.413723
1,12.1651449,0,4.27434158,-8.933346,-9.413723
1,12.166811,0,4.27434158,-8.933346,-9.413723
1,12.1684818,0,4.27434158,-8.933346,-9.413723
1,12.1701584,0,4.27434158,-8.933346,-9.413723
1,12.1718235,0,4.27434158,-8.933346,-9.413723
1,12.1734953,0,4.27434158,-8.933346,-9.413723
1,12.1751652,0,4.27434158,-8.933346,-9.413723
1,12.1768379,0,4.27434158,-8.933346,-9.413723
1,12.1785135,0,4.27434158,-8.933346,-9.413723
1,12.1801872,0,4.27434158,-8.933346,-9.413723
1,12.1818542,0,4.27434158,-8.933346,-9.413723
1,12.1835232,0,4.27434158,-8.933346,-9.413723
1,12.18519,0,4.27434158,-8.933346,-9.413723
1,12.1868582,0,4.27434158,-8.933346,-9.413723
1,12.1885252,0,4.27434158,-8.933346,-9.413723
1,12.1901932,0,4.27434158,-8.933346,-9.413723
1,12.1918621,0,4.27434158,-8.933346,-9.413723
1,12.1935291,0,4.27434158,-8.933346,-9.413723
1,12.1951962,0,4.27434158,-8.933346,-9.413723
1,12.1968632,0,4.27434158,-8.933346,-9.413723
1,12.1985312,0,4.27434158,-8.933346,-9.413723
1,12.2001991,0,4.27434158,-8.933346,-9.413723
1,12.2018661,0,4.27434158,-8.933346,-9.413723
1,12.2035341,0,4.27434158,-8.933346,-9.413723
1,12.2052011,0,4.27434158,-8.933346,-9.413723
1,12.2068691,0,4.27434158,-8.933346,-9.413723
1,12.2085381,0,4.27434158,-8.933346,-9.413723
1,12.2102051,0,4.27434158,-8.933346,-9.413723
1,12.211874,0,4.27434158,-8.933346,-9.413723
1,12.213541,0,4.27434158,-8.933346,-9.413723
1,12.215209,0,4.27434158,-8.933346,-9.413723
1,12.216877,0,4.27434158,-8.933346,-9.413723
1,12.2185459,0,4.27434158,-8.933346,-9.413723
1,12.2202139,0,4.27434158,-8.933346,-9.413723
1,12.2218838,0,4.27434158,-8.933346,-9.413723
1,12.2235508,0,4.27434158,-8.933346,-9.413723
1,12.22522,0,4.27434158,-8.933346,-9.413723
1,12.2268887,0,4.27434158,-8.933346,-9.413723
1,12.2285557,0,4.27434158,-8.933346,-9.413723
1,12.2302237,0,4.27434158,-8.933346,-9.413723
1,12.2318916,0,4.27434158,-8.933346,-9.413723
1,12.2335634,0,4.27434158,-8.933346,-9.413723
1,12.23523,0,4.27434158,-8.933346,-9.413723
1,12.2368984,0,4.27434158,-8.933346,-9.413723
1,12.2385654,0,4.27434158,-8.933346,-9.413723
1,12.2402344,0,4.27434158,-8.933346,-9.413723
1,12.2419,0,4.27434158,-8.933346,-9.413723
1,12.24357,0,4.27434158,-8.933346,-9.413723
1,12.2452374,0,4.27434158,-8.933346,-9.413723
1,12.2469053,0,4.27434158,-8.933346,-9.413723
1,12.2485733,0,4.27434158,-8.933346,-9.413723
1,12.2502413,0,4.27434158,-8.933346,-9.413723
1,12.2519093,0,4.27434158,-8.933346,-9.413723
1,12.2535763,0,4.27434158,-8.933346,-9.413723
1,12.2552433,0,4.27434158,-8.933346,-9.413723
1,12.2569113,0,4.27434158,-8.933346,-9.413723
1,12.2585793,0,4.27434158,-8.933346,-9.413723
1,12.2602463,0,4.27434158,-8.933346,-9.413723
1,12.2619143,0,4.27434158,-8.933346,-9.413723
1,12.2635832,0,4.27434158,-8.933346,-9.413723
1,12.2652531,0,4.27434158,-8.933346,-9.413723
1,12.26692,0,4.27434158,-8.933346,-9.413723
1,12.2685871,0,4.27434158,-8.933346,-9.413723
1,12.2702541,0,4.27434158,-8.933346,-9.413723
1,12.2719231,0,4.27434158,-8.933346,-9.413723
1,12.273591,0,4.27434158,-8.933346,-9.413723
1,12.275259,0,4.27434158,-8.933346,-9.413723
1,12.276926,0,4.27434158,-8.933346,-9.413723
1,12.278594,0,4.27434158,-8.933346,-9.413723
1,12.280262,0,4.27434158,-8.933346,-9.413723
1,12.281929,0,4.27434158,-8.933346,-9.413723
1,12.2835979,0,4.27434158,-8.933346,-9.413723
1,12.285265,0,4.27434158,-8.933346,-9.413723
1,12.286932,0,4.27434158,-8.933346,-9.413723
1,12.288599,0,4.27434158,-8.933346,-9.413723
1,12.290267,0,4.27434158,-8.933346,-9.413723
1,12.291935,0,4.27434158,-8.933346,-9.413723
1,12.2936039,0,4.27434158,-8.933346,-9.413723
1,12.29527,0,4.27434158,-8.933346,-9.413723
1,12.2969379,0,4.27434158,-8.933346,-9.413723
1,12.2986069,0,4.27434158,-8.933346,-9.413723
1,12.3002748,0,4.27434158,-8.933346,-9.413723
1,12.3019419,0,4.27434158,-8.933346,-9.413723
1,12.30361,0,4.27434158,-8.933346,-9.413723
1,12.3052788,0,4.27434158,-8.933346,-9.413723
1,12.3069448,0,4.27434158,-8.933346,-9.413723
1,12.3086147,0,4.27434158,-8.933346,-9.413723
1,12.3102818,0,4.27434158,-8.933346,-9.413723
1,12.3119507,0,4.27434158,-8.933346,-9.413723
1,12.31362,0,4.27434158,-8.933346,-9.413723
1,12.3152866,0,4.27434158,-8.933346,-9.413723
1,12.3169556,0,4.27434158,-8.933346,-9.413723
1,12.3186226,0,4.27434158,-8.933346,-9.413723
1,12.32029,0,4.27434158,-8.933346,-9.413723
1,12.3219595,0,4.27434158,-8.933346,-9.413723
1,12.3236313,0,4.27434158,-8.933346,-9.413723
1,12.3252993,0,4.27434158,-8.933346,-9.413723
1,12.3269663,0,4.27434158,-8.933346,-9.413723
1,12.3286343,0,4.27434158,-8.933346,-9.413723
1,12.3303013,0,4.27434158,-8.933346,-9.413723
1,12.33197,0,4.27434158,-8.933346,-9.413723
1,12.3336363,0,4.27434158,-8.933346,-9.413723
1,12.3353043,0,4.27434158,-8.933346,-9.413723
1,12.3369722,0,4.27434158,-8.933346,-9.413723
1,12.33864,0,4.27434158,-8.933346,-9.413723
1,12.3403072,0,4.27434158,-8.933346,-9.413723
1,12.3419762,0,4.27434158,-8.933346,-9.413723
1,12.3436451,0,4.27434158,-8.933346,-9.413723
1,12.3453121,0,4.27434158,-8.933346,-9.413723
1,12.3469791,0,4.27434158,-8.933346,-9.413723
1,12.3486481,0,4.27434158,-8.933346,-9.413723
1,12.350317,0,4.27434158,-8.933346,-9.413723
1,12.351984,0,4.27434158,-8.933346,-9.413723
1,12.353652,0,4.27434158,-8.933346,-9.413723
1,12.35532,0,4.27434158,-8.933346,-9.413723
1,12.356987,0,4.27434158,-8.933346,-9.413723
1,12.3586559,0,4.27434158,-8.933346,-9.413723
1,12.3603239,0,4.27434158,-8.933346,-9.413723
1,12.3619919,0,4.27434158,-8.933346,-9.413723
1,12.36366,0,4.27434158,-8.933346,-9.413723
1,12.3653278,0,4.27434158,-8.933346,-9.413723
1,12.3669968,0,4.27434158,-8.933346,-9.413723
1,12.3686647,0,4.27434158,-8.933346,-9.413723
1,12.3703327,0,4.27434158,-8.933346,-9.413723
1,12.3720016,0,4.27434158,-8.933346,-9.413723
1,12.3736715,0,4.27434158,-8.933346,-9.413723
1,12.3753414,0,4.27434158,-8.933346,-9.413723
1,12.3770084,0,4.27434158,-8.933346,-9.413723
1,12.3786774,0,4.27434158,-8.933346,-9.413723
1,12.3803444,0,4.27434158,-8.933346,-9.413723
1,12.3820114,0,4.27434158,-8.933346,-9.413723
1,12.3836784,0,4.27434158,-8.933346,-9.413723
1,12.3853455,0,4.27434158,-8.933346,-9.413723
1,12.3870125,0,4.27434158,-8.933346,-9.413723
1,12.3886795,0,4.27434158,-8.933346,-9.413723
1,12.3903484,0,4.27434158,-8.933346,-9.413723
1,12.3920155,0,4.27434158,-8.933346,-9.413723
1,12.3936844,0,4.27434158,-8.933346,-9.413723
1,12.3953514,0,4.27434158,-8.933346,-9.413723
1,12.39702,0,4.27434158,-8.933346,-9.413723
1,12.3986874,0,4.27434158,-8.933346,-9.413723
1,12.4003544,0,4.27434158,-8.933346,-9.413723
1,12.4020224,0,4.27434158,-8.933346,-9.413723
1,12.4036894,0,4.27434158,-8.933346,-9.413723
1,12.4053593,0,4.27434158,-8.933346,-9.413723
1,12.4070263,0,4.27434158,-8.933346,-9.413723
1,12.4086943,0,4.27434158,-8.933346,-9.413723
1,12.4103642,0,4.27434158,-8.933346,-9.413723
1,12.4120312,0,4.27434158,-8.933346,-9.413723
1,12.4136982,0,4.27434158,-8.933346,-9.413723
1,12.4153671,0,4.27434158,-8.933346,-9.413723
1,12.4170351,0,4.27434158,-8.933346,-9.413723
1,12.4187021,0,4.27434158,-8.933346,-9.413723
1,12.42037,0,4.27434158,-8.933346,-9.413723
1,12.422039,0,4.27434158,-8.933346,-9.413723
1,12.423707,0,4.27434158,-8.933346,-9.413723
1,12.425375,0,4.27434158,-8.933346,-9.413723
1,12.427042,0,4.27434158,-8.933346,-9.413723
1,12.42871,0,4.27434158,-8.933346,-9.413723
1,12.430378,0,4.27434158,-8.933346,-9.413723
1,12.4320469,0,4.27434158,-8.933346,-9.413723
1,12.4337139,0,4.27434158,-8.933346,-9.413723
1,12.4353809,0,4.27434158,-8.933346,-9.413723
1,12.43705,0,4.27434158,-8.933346,-9.413723
1,12.4387188,0,4.27434158,-8.933346,-9.413723
1,12.4403877,0,4.27434158,-8.933346,-9.413723
1,12.4420547,0,4.27434158,-8.933346,-9.413723
1,12.4437237,0,4.27434158,-8.933346,-9.413723
1,12.4453917,0,4.27434158,-8.933346,-9.413723
1,12.44706,0,4.27434158,-8.933346,-9.413723
1,12.4487286,0,4.27434158,-8.933346,-9.413723
1,12.4503965,0,4.27434158,-8.933346,-9.413723
1,12.4520645,0,4.27434158,-8.933346,-9.413723
1,12.4537334,0,4.27434158,-8.933346,-9.413723
1,12.4554,0,4.27434158,-8.933346,-9.413723
1,12.4570694,0,4.27434158,-8.933346,-9.413723
1,12.4587383,0,4.27434158,-8.933346,-9.413723
1,12.4604073,0,4.27434158,-8.933346,-9.413723
1,12.4620743,0,4.27434158,-8.933346,-9.413723
1,12.4637432,0,4.27434158,-8.933346,-9.413723
1,12.4654112,0,4.27434158,-8.933346,-9.413723
1,12.4670792,0,4.27434158,-8.933346,-9.413723
1,12.4687481,0,4.27434158,-8.933346,-9.413723
1,12.4704161,0,4.27434158,-8.933346,-9.413723
1,12.472084,0,4.27434158,-8.933346,-9.413723
1,12.4737568,0,4.27434158,-8.933346,-9.413723
1,12.4754238,0,4.27434158,-8.933346,-9.413723
1,12.4770908,0,4.27434158,-8.933346,-9.413723
1,12.4787588,0,4.27434158,-8.933346,-9.413723
1,12.4804268,0,4.27434158,-8.933346,-9.413723
1,12.4820957,0,4.27434158,-8.933346,-9.413723
1,12.4837646,0,4.27434158,-8.933346,-9.413723
1,12.4854336,0,4.27434158,-8.933346,-9.413723
1,12.4871025,0,4.27434158,-8.933346,-9.413723
1,12.4887686,0,4.27434158,-8.933346,-9.413723
1,12.4904366,0,4.27434158,-8.933346,-9.413723
1,12.4921055,0,4.27434158,-8.933346,-9.413723
1,12.4937725,0,4.27434158,-8.933346,-9.413723
1,12.4954405,0,4.27434158,-8.933346,-9.413723
1,12.4971085,0,4.27434158,-8.933346,-9.413723
1,12.4987764,0,4.27434158,-8.933346,-9.413723
1,12.5004435,0,4.27434158,-8.933346,-9.413723
1,12.5021114,0,4.27434158,-8.933346,-9.413723
1,12.5037785,0,4.27434158,-8.933346,-9.413723
1,12.5054483,0,4.27434158,-8.933346,-9.413723
1,12.5071163,0,4.27434158,-8.933346,-9.413723
1,12.5087814,0,4.27434158,-8.933346,-9.413723
1,12.5104494,0,4.27434158,-8.933346,-9.413723
1,12.5121155,0,4.27434158,-8.933346,-9.413723
1,12.5137844,0,4.27434158,-8.933346,-9.413723
1,12.5154514,0,4.27434158,-8.933346,-9.413723
1,12.5171185,0,4.27434158,-8.933346,-9.413723
1,12.5187864,0,4.27434158,-8.933346,-9.413723
1,12.5204544,0,4.27434158,-8.933346,-9.413723
1,12.5221224,0,4.27434158,-8.933346,-9.413723
1,12.5237885,0,4.27434158,-8.933346,-9.413723
1,12.5254574,0,4.27434158,-8.933346,-9.413723
1,12.5271263,0,4.27434158,-8.933346,-9.413723
1,12.5287933,0,4.27434158,-8.933346,-9.413723
1,12.5304623,0,4.27434158,-8.933346,-9.413723
1,12.5321293,0,4.27434158,-8.933346,-9.413723
1,12.5337973,0,4.27434158,-8.933346,-9.413723
1,12.5354643,0,4.27434158,-8.933346,-9.413723
1,12.5371323,0,4.27434158,-8.933346,-9.413723
1,12.5388,0,4.27434158,-8.933346,-9.413723
1,12.5404673,0,4.27434158,-8.933346,-9.413723
1,12.5421352,0,4.27434158,-8.933346,-9.413723
1,12.5438023,0,4.27434158,-8.933346,-9.413723
1,12.5454712,0,4.27434158,-8.933346,-9.413723
1,12.54714,0,4.27434158,-8.933346,-9.413723
1,12.5488071,0,4.27434158,-8.933346,-9.413723
1,12.5504751,0,4.27434158,-8.933346,-9.413723
1,12.5521421,0,4.27434158,-8.933346,-9.413723
1,12.55381,0,4.27434158,-8.933346,-9.413723
1,12.5554771,0,4.27434158,-8.933346,-9.413723
1,12.557147,0,4.27434158,-8.933346,-9.413723
1,12.558815,0,4.27434158,-8.933346,-9.413723
1,12.560482,0,4.27434158,-8.933346,-9.413723
1,12.56215,0,4.27434158,-8.933346,-9.413723
1,12.5638161,0,4.27434158,-8.933346,-9.413723
1,12.565485,0,4.27434158,-8.933346,-9.413723
1,12.5671539,0,4.27434158,-8.933346,-9.413723
1,12.5688229,0,4.27434158,-8.933346,-9.413723
1,12.5704918,0,4.27434158,-8.933346,-9.413723
1,12.5721588,0,4.27434158,-8.933346,-9.413723
1,12.5738277,0,4.27434158,-8.933346,-9.413723
1,12.5754948,0,4.27434158,-8.933346,-9.413723
1,12.5771618,0,4.27434158,-8.933346,-9.413723
1,12.5788288,0,4.27434158,-8.933346,-9.413723
1,12.5804958,0,4.27434158,-8.933346,-9.413723
1,12.5821629,0,4.27434158,-8.933346,-9.413723
1,12.5838308,0,4.27434158,-8.933346,-9.413723
1,12.5855007,0,4.27434158,-8.933346,-9.413723
1,12.5871677,0,4.27434158,-8.933346,-9.413723
1,12.5888348,0,4.27434158,-8.933346,-9.413723
1,12.5905008,0,4.27434158,-8.933346,-9.413723
1,12.5921726,0,4.27434158,-8.933346,-9.413723
1,12.5938406,0,4.27434158,-8.933346,-9.413723
1,12.5948639,0,4.27434158,-8.933346,-9.413723
1,12.5955143,0,3.93692017,-8.933346,-9.417818
1,12.5965347,0,1.99020767,-8.933345,-9.441481
1,12.597187,0,0.425964355,-8.933345,-9.460503
1,12.5982037,0,-2.01211548,-8.933346,-9.490135
1,12.5988588,0,-3.58423615,-8.933346,-9.509245
1,12.5998716,0,-6.01664543,-8.933346,-9.538815
1,12.6005268,0,-7.58900261,-8.933346,-9.557922
1,12.6015434,0,-10.0269527,-8.933346,-9.587559
1,12.6021957,0,-11.5960732,-8.933345,-9.606632
1,12.6032095,0,-14.0267792,-8.933345,-9.636181
1,12.6038666,0,-15.6024036,-8.933345,-9.655344
1,12.6048813,0,-18.0355148,-8.933345,-9.692989
1,12.6055374,0,-19.61409,-8.933345,-9.720699
1,12.6065493,0,-21.99058,-8.928152,-9.804733
1,12.6072121,0,-23.5315018,-8.920232,-9.877178
1,12.6082182,0,-25.8696251,-8.884697,-10.0036888
1,12.6088791,0,-27.4026184,-8.858228,-10.1013718
1,12.6098881,0,-29.7443981,-8.810779,-10.28315
1,12.6105461,0,-31.2716541,-8.774749,-10.4252548
1,12.611557,0,-33.2741852,-8.838546,-10.7267342
1,12.6122189,0,-33.765976,-8.386456,-11.2573223
1,12.61323,0,-33.08277,-7.64316463,-12.3082619
1,12.6138859,0,-32.087307,-6.728307,-12.9898548
1,12.6149025,0,-30.5734367,-5.21147728,-13.9484615
1,12.6155586,0,-29.5370426,-4.21708727,-14.279213
1,12.6165714,0,-27.9178257,-2.86661053,-14.6320133
1,12.6172295,0,-27.1554871,-2.129644,-14.6135845
1,12.6182423,0,-26.0152359,-1.30468929,-14.4854584
1,12.6189022,0,-25.0799789,-0.4298433,-13.6015911
1,12.6199131,0,-23.5889511,0.9156857,-11.9677925
1,12.6205692,0,-22.5412979,1.5336262,-10.8605614
1,12.6215811,0,-20.4769344,1.56665456,-9.706865
1,12.6222382,0,-19.0840378,1.56665456,-9.55719948
1,12.6232491,0,-18.0414,1.56665456,-10.2366982
1,12.6239109,0,-18.18243,1.56665456,-11.1652966
1,12.624918,0,-19.39849,1.56665456,-13.1166954
1,12.6255817,0,-20.2791,1.56665456,-14.4416809
1,12.6265907,0,-21.62003,1.56665456,-16.4593449
1,12.6272526,0,-22.4998245,1.56665456,-17.7830925
1,12.62826,0,-23.8358574,1.56665456,-19.7932854
1,12.6289225,0,-24.7172012,1.56665456,-21.1193638
1,12.6299276,0,-26.0528679,1.58764577,-23.1290131
1,12.63059,0,-26.9341011,1.56665456,-24.4549217
1,12.6315975,0,-28.2714844,1.56665456,-26.4671631
1,12.6322594,0,-29.1490459,1.56665456,-27.7879868
1,12.6332664,0,-30.5611324,1.56665456,-29.7314739
1,12.6339283,0,-31.5382042,1.56665456,-30.9837132
1,12.6349392,0,-32.8998528,1.56665456,-32.72882
1,14.1588383,0,-33.01,1.56665456,-32.87
1,14.16051,0,-31.5842781,1.56665456,-31.082531
1,14.162178,0,-29.26175,1.56665456,-27.9529
1,14.163847,0,-29.4433479,1.56665456,-24.5420856
1,14.1655178,0,-31.7125034,1.56665456,-21.23769
1,14.1671867,0,-33.9802246,1.56665456,-17.935379
1,14.1688576,0,-36.22415,1.56665456,-14.6615067
1,14.1705313,0,-37.93954,1.56665456,-11.0564747
1,14.1721983,0,-39.42418,1.56665456,-7.35514832
1,14.17387,0,-42.39788,1.56665456,-5.69765663
1,14.17554,0,-46.4077072,1.56665456,-5.72053337
1,14.17721,0,-50.4136658,1.56665456,-5.743391
1,14.2020645,0,-51.570015,1.56665456,-5.74999237
1,14.2037325,0,-49.271225,1.56665456,-5.90885353
1,14.2054014,0,-45.2819977,1.56665456,-6.1698
1,14.2070694,0,-41.34532,1.56665456,-6.44326973
1,14.2087374,0,-38.33076,1.56665456,-8.622906
1,14.2104063,0,-37.29084,1.56665456,-12.4397831
1,14.2120781,0,-35.52241,1.56665456,-16.015934
1,14.2137508,0,-33.529335,1.56665456,-19.4992065
1,14.2154217,0,-31.5373745,1.56665456,-22.9804688
1,14.21709,0,-29.5879478,1.56665456,-26.4254475
1,14.2187624,0,-29.3251114,1.56665456,-29.8913822
1,14.2204323,0,-32.3563576,1.56665456,-32.3792458
1,14.3475523,0,-33.01,1.56665456,-32.87
1,14.349225,0,-31.5607567,1.56665456,-31.0605049
1,14.3508968,0,-29.205431,1.56665456,-27.89724
1,14.3525686,0,-26.9454765,1.56665456,-24.5825863
1,14.3542385,0,-24.6872444,1.56665456,-21.2704086
1,14.3559113,0,-22.4345665,1.56665456,-17.953743
1,14.3575783,0,-20.2613564,1.56665456,-14.6560936
1,14.359251,0,-17.9899445,1.56665456,-11.4156609
1,14.360918,0,-13.5188408,1.56665456,-9.405861
1,14.3625889,0,-9.601376,1.56665456,-8.625763
1,14.378829,0,-9.019991,1.56665456,-8.509987
1,14.3805008,0,-9.17218,1.56665456,-8.538448
1,14.3821688,0,-9.17218,1.56665456,-8.538448
1,14.3838425,0,-9.17218,1.56665456,-8.538448
1,14.3855114,0,-9.17218,1.56665456,-8.538448
1,14.3871822,0,-9.17218,1.56665456,-8.538448
1,14.388855,0,-9.17218,1.56665456,-8.538448
1,14.3905277,0,-9.17218,1.56665456,-8.538448
1,14.3921986,0,-9.17218,1.56665456,-8.538448
1,14.3938694,0,-9.17218,1.56665456,-8.538448
1,14.3955441,0,-9.17218,1.56665456,-8.538448
1,14.3972111,0,-9.17218,1.56665456,-8.538448
1,14.39888,0,-9.17218,1.56665456,-8.538448
1,14.4005489,0,-9.17218,1.56665456,-8.538448
1,14.402216,0,-9.17218,1.56665456,-8.538448
1,14.4038839,0,-9.17218,1.56665456,-8.538448
1,14.4055557,0,-9.17218,1.56665456,-8.538448
1,14.4072256,0,-9.17218,1.56665456,-8.538448
1,14.4088974,0,-9.17218,1.56665456,-8.538448
1,14.4105654,0,-9.17218,1.56665456,-8.538448
1,14.4122314,0,-9.17218,1.56665456,-8.538448
1,14.4139,0,-9.17218,1.56665456,-8.538448
1,14.4155712,0,-9.17218,1.56665456,-8.538448
1,14.41724,0,-9.17218,1.56665456,-8.538448
1,14.4189091,0,-9.17218,1.56665456,-8.538448
1,14.420577,0,-9.17218,1.56665456,-8.538448
1,14.4222488,0,-9.17218,1.56665456,-8.538448
1,14.42392,0,-9.17218,1.56665456,-8.538448
1,14.4255886,0,-9.17218,1.56665456,-8.538448
1,14.4271812,0,-9.17218,1.56665456,-8.538448
1,14.42726,0,-9.177061,1.56665456,-8.539398
1,14.4288483,0,-11.3697243,1.56665456,-8.889273
1,14.4289322,0,-11.5555916,1.56665456,-8.906473
1,14.4305191,0,-14.9671707,1.56665456,-9.148865
1,14.430603,0,-15.139946,1.56665456,-9.215933
1,14.432189,0,-19.1633186,1.56665456,-11.32316
1,14.4322739,0,-19.2682247,1.56665456,-11.4958382
1,14.4338589,0,-21.244812,1.56665456,-14.74921
1,14.4339437,0,-21.3498974,1.56665456,-14.9221725
1,14.43553,0,-23.3259487,1.56665456,-18.1746616
1,14.4356136,0,-23.4310989,1.56665456,-18.3477325
1,14.4372025,0,-25.4119186,1.56665456,-21.6080589
1,14.4372873,0,-25.51622,1.56665456,-21.7797375
1,14.4388762,0,-27.496767,1.56665456,-25.0396118
1,14.4389572,0,-27.5985374,1.56665456,-25.2071266
1,14.4405441,0,-29.5721874,1.56665456,-28.43269
1,14.4406261,0,-29.6795673,1.56665456,-28.5939636
1,14.4422121,0,-32.0151062,1.56665456,-31.5954781
1,14.4422989,0,-32.1422539,1.56665456,-31.7583523
1,14.46722,0,-33.01,1.56665456,-32.87
1,14.4673767,0,-33.01,1.56665456,-32.87
